initialRegeneration,time,"If(Ko+Detected>0 || Rej>0,1,0)"
Ok Clock @ error|0 w|0,1155,9.441498218
Ok Clock @ error|0 w|0,1156,9.450998970
Ok Clock @ error|0 w|0,1157,9.459405608
Ok Clock @ error|0 w|0,1158,9.466692839
Ok Clock @ error|0 w|0,1159,9.473277491
Ok Clock @ error|0 w|0,1160,9.480067383
Ok Clock @ error|0 w|0,1161,9.490491422
Ok Clock @ error|0 w|0,1162,9.504664323
Ok Clock @ error|0 w|0,1163,9.517354535
Ok Clock @ error|0 w|0,1164,9.526786043
Ok Clock @ error|0 w|0,1165,9.535152751
Ok Clock @ error|0 w|0,1166,9.544482975
Ok Clock @ error|0 w|0,1167,9.555245671
Ok Clock @ error|0 w|0,1168,9.565663714
Ok Clock @ error|0 w|0,1169,9.574031472
Ok Clock @ error|0 w|0,1170,9.580810758
Ok Clock @ error|0 w|0,1171,9.587658638
Ok Clock @ error|0 w|0,1172,9.595679026
Ok Clock @ error|0 w|0,1173,9.604787682
Ok Clock @ error|0 w|0,1174,9.614105862
Ok Clock @ error|0 w|0,1175,9.622661656
Ok Clock @ error|0 w|0,1176,9.630678476
Ok Clock @ error|0 w|0,1177,9.638664609
Ok Clock @ error|0 w|0,1178,9.645703883
Ok Clock @ error|0 w|0,1179,9.651557895
Ok Clock @ error|0 w|0,1180,9.657343713
Ok Clock @ error|0 w|0,1181,9.663963187
Ok Clock @ error|0 w|0,1182,9.672773852
Ok Clock @ error|0 w|0,1183,9.684047743
Ok Clock @ error|0 w|0,1184,9.694993070
Ok Clock @ error|0 w|0,1185,9.703646215
Ok Clock @ error|0 w|0,1186,9.712119445
Ok Clock @ error|0 w|0,1187,9.723004085
Ok Clock @ error|0 w|0,1188,9.735128450
Ok Clock @ error|0 w|0,1189,9.745506604
Ok Clock @ error|0 w|0,1190,9.753196448
Ok Clock @ error|0 w|0,1191,9.760368499
Ok Clock @ error|0 w|0,1192,9.768623666
Ok Clock @ error|0 w|0,1193,9.776739530
Ok Clock @ error|0 w|0,1194,9.784511530
Ok Clock @ error|0 w|0,1195,9.792597796
Ok Clock @ error|0 w|0,1196,9.800565795
Ok Clock @ error|0 w|0,1197,9.808718939
Ok Clock @ error|0 w|0,1198,9.817274902
Ok Clock @ error|0 w|0,1199,9.825305819
Ok Clock @ error|0 w|0,1200,9.832145474
Ok Clock @ error|0 w|0,1201,9.838510904
Ok Clock @ error|0 w|0,1202,9.847394825
Ok Clock @ error|0 w|0,1203,9.860737999
Ok Clock @ error|0 w|0,1204,9.875890035
Ok Clock @ error|0 w|0,1205,9.888993359
Ok Clock @ error|0 w|0,1206,9.898686798
Ok Clock @ error|0 w|0,1207,9.906511298
Ok Clock @ error|0 w|0,1208,9.915973344
Ok Clock @ error|0 w|0,1209,9.927891134
Ok Clock @ error|0 w|0,1210,9.938950193
Ok Clock @ error|0 w|0,1211,9.947091837
Ok Clock @ error|0 w|0,1212,9.953290502
Ok Clock @ error|0 w|0,1213,9.959179231
Ok Clock @ error|0 w|0,1214,9.965297406
Ok Clock @ error|0 w|0,1215,9.971247305
Ok Clock @ error|0 w|0,1216,9.977541044
Ok Clock @ error|0 w|0,1217,9.985231634
Ok Clock @ error|0 w|0,1218,9.993720570
Ok Clock @ error|0 w|0,1219,10.001991996
Ok Clock @ error|0 w|0,1220,10.012789474
Ok Clock @ error|0 w|0,1221,10.026989536
Ok Clock @ error|0 w|0,1222,10.039327775
Ok Clock @ error|0 w|0,1223,10.048406698
Ok Clock @ error|0 w|0,1224,10.057320725
Ok Clock @ error|0 w|0,1225,10.068162219
Ok Clock @ error|0 w|0,1226,10.080950148
Ok Clock @ error|0 w|0,1227,10.093375058
Ok Clock @ error|0 w|0,1228,10.104393928
Ok Clock @ error|0 w|0,1229,10.114551101
Ok Clock @ error|0 w|0,1230,10.123659119
Ok Clock @ error|0 w|0,1231,10.131511572
Ok Clock @ error|0 w|0,1232,10.138688475
Ok Clock @ error|0 w|0,1233,10.145650593
Ok Clock @ error|0 w|0,1234,10.152539708
Ok Clock @ error|0 w|0,1235,10.159544024
Ok Clock @ error|0 w|0,1236,10.166320641
Ok Clock @ error|0 w|0,1237,10.172899108
Ok Clock @ error|0 w|0,1238,10.180232820
Ok Clock @ error|0 w|0,1239,10.188341264
Ok Clock @ error|0 w|0,1240,10.196428075
Ok Clock @ error|0 w|0,1241,10.205124913
Ok Clock @ error|0 w|0,1242,10.215222940
Ok Clock @ error|0 w|0,1243,10.225532577
Ok Clock @ error|0 w|0,1244,10.234865997
Ok Clock @ error|0 w|0,1245,10.244637077
Ok Clock @ error|0 w|0,1246,10.256200918
Ok Clock @ error|0 w|0,1247,10.267981213
Ok Clock @ error|0 w|0,1248,10.278068711
Ok Clock @ error|0 w|0,1249,10.286568322
Ok Clock @ error|0 w|0,1250,10.294884119
Ok Clock @ error|0 w|0,1251,10.303440715
Ok Clock @ error|0 w|0,1252,10.311345186
Ok Clock @ error|0 w|0,1253,10.318077119
Ok Clock @ error|0 w|0,1254,10.323749232
Ok Clock @ error|0 w|0,1255,10.328975377
Ok Clock @ error|0 w|0,1256,10.335855297
Ok Clock @ error|0 w|0,1257,10.345481443
Ok Clock @ error|0 w|0,1258,10.355623773
Ok Clock @ error|0 w|0,1259,10.364137288
Ok Clock @ error|0 w|0,1260,10.371055066
Ok Clock @ error|0 w|0,1261,10.379333100
Ok Clock @ error|0 w|0,1262,10.391022398
Ok Clock @ error|0 w|0,1263,10.403121688
Ok Clock @ error|0 w|0,1264,10.412796904
Ok Clock @ error|0 w|0,1265,10.421121246
Ok Clock @ error|0 w|0,1266,10.430135852
Ok Clock @ error|0 w|0,1267,10.441211618
Ok Clock @ error|0 w|0,1268,10.454006468
Ok Clock @ error|0 w|0,1269,10.465693862
Ok Clock @ error|0 w|0,1270,10.474876044
Ok Clock @ error|0 w|0,1271,10.483074272
Ok Clock @ error|0 w|0,1272,10.491521712
Ok Clock @ error|0 w|0,1273,10.499594315
Ok Clock @ error|0 w|0,1274,10.506284618
Ok Clock @ error|0 w|0,1275,10.512165362
Ok Clock @ error|0 w|0,1276,10.519401372
Ok Clock @ error|0 w|0,1277,10.528928554
Ok Clock @ error|0 w|0,1278,10.539892519
Ok Clock @ error|0 w|0,1279,10.551111659
Ok Clock @ error|0 w|0,1280,10.560861596
Ok Clock @ error|0 w|0,1281,10.569057866
Ok Clock @ error|0 w|0,1282,10.577560810
Ok Clock @ error|0 w|0,1283,10.586801027
Ok Clock @ error|0 w|0,1284,10.596261347
Ok Clock @ error|0 w|0,1285,10.605730844
Ok Clock @ error|0 w|0,1286,10.615053865
Ok Clock @ error|0 w|0,1287,10.624235566
Ok Clock @ error|0 w|0,1288,10.632740583
Ok Clock @ error|0 w|0,1289,10.640180715
Ok Clock @ error|0 w|0,1290,10.648043110
Ok Clock @ error|0 w|0,1291,10.657392177
Ok Clock @ error|0 w|0,1292,10.666746188
Ok Clock @ error|0 w|0,1293,10.675262559
Ok Clock @ error|0 w|0,1294,10.684986807
Ok Clock @ error|0 w|0,1295,10.696207934
Ok Clock @ error|0 w|0,1296,10.705856713
Ok Clock @ error|0 w|0,1297,10.713944965
Ok Clock @ error|0 w|0,1298,10.722824772
Ok Clock @ error|0 w|0,1299,10.733700408
Ok Clock @ error|0 w|0,1300,10.746063915
Ok Clock @ error|0 w|0,1301,10.757428092
Ok Clock @ error|0 w|0,1302,10.766704523
Ok Clock @ error|0 w|0,1303,10.775258053
Ok Clock @ error|0 w|0,1304,10.784225119
Ok Clock @ error|0 w|0,1305,10.793382991
Ok Clock @ error|0 w|0,1306,10.802230391
Ok Clock @ error|0 w|0,1307,10.810285200
Ok Clock @ error|0 w|0,1308,10.817559343
Ok Clock @ error|0 w|0,1309,10.824727415
Ok Clock @ error|0 w|0,1310,10.831757259
Ok Clock @ error|0 w|0,1311,10.838569378
Ok Clock @ error|0 w|0,1312,10.846096621
Ok Clock @ error|0 w|0,1313,10.854379654
Ok Clock @ error|0 w|0,1314,10.862382886
Ok Clock @ error|0 w|0,1315,10.871355817
Ok Clock @ error|0 w|0,1316,10.882417814
Ok Clock @ error|0 w|0,1317,10.893289968
Ok Clock @ error|0 w|0,1318,10.902245911
Ok Clock @ error|0 w|0,1319,10.911683012
Ok Clock @ error|0 w|0,1320,10.924180183
Ok Clock @ error|0 w|0,1321,10.937783027
Ok Clock @ error|0 w|0,1322,10.949517153
Ok Clock @ error|0 w|0,1323,10.959214532
Ok Clock @ error|0 w|0,1324,10.968362729
Ok Clock @ error|0 w|0,1325,10.977760428
Ok Clock @ error|0 w|0,1326,10.986855639
Ok Clock @ error|0 w|0,1327,10.994886894
Ok Clock @ error|0 w|0,1328,11.001683364
Ok Clock @ error|0 w|0,1329,11.008001092
Ok Clock @ error|0 w|0,1330,11.014983765
Ok Clock @ error|0 w|0,1331,11.022875481
Ok Clock @ error|0 w|0,1332,11.030997935
Ok Clock @ error|0 w|0,1333,11.038602645
Ok Clock @ error|0 w|0,1334,11.045696759
Ok Clock @ error|0 w|0,1335,11.053971201
Ok Clock @ error|0 w|0,1336,11.064199346
Ok Clock @ error|0 w|0,1337,11.075119643
Ok Clock @ error|0 w|0,1338,11.086094698
Ok Clock @ error|0 w|0,1339,11.096365520
Ok Clock @ error|0 w|0,1340,11.106309404
Ok Clock @ error|0 w|0,1341,11.118731453
Ok Clock @ error|0 w|0,1342,11.133284216
Ok Clock @ error|0 w|0,1343,11.145846217
Ok Clock @ error|0 w|0,1344,11.155090986
Ok Clock @ error|0 w|0,1345,11.162776058
Ok Clock @ error|0 w|0,1346,11.170540352
Ok Clock @ error|0 w|0,1347,11.178712304
Ok Clock @ error|0 w|0,1348,11.186268582
Ok Clock @ error|0 w|0,1349,11.193383927
Ok Clock @ error|0 w|0,1350,11.201011803
Ok Clock @ error|0 w|0,1351,11.208807164
Ok Clock @ error|0 w|0,1352,11.217149553
Ok Clock @ error|0 w|0,1353,11.226610389
Ok Clock @ error|0 w|0,1354,11.236033337
Ok Clock @ error|0 w|0,1355,11.244439453
Ok Clock @ error|0 w|0,1356,11.252698014
Ok Clock @ error|0 w|0,1357,11.261958742
Ok Clock @ error|0 w|0,1358,11.272633670
Ok Clock @ error|0 w|0,1359,11.284129432
Ok Clock @ error|0 w|0,1360,11.295314304
Ok Clock @ error|0 w|0,1361,11.305932783
Ok Clock @ error|0 w|0,1362,11.316179735
Ok Clock @ error|0 w|0,1363,11.326460148
Ok Clock @ error|0 w|0,1364,11.336645451
Ok Clock @ error|0 w|0,1365,11.345970696
Ok Clock @ error|0 w|0,1366,11.354602292
Ok Clock @ error|0 w|0,1367,11.363322557
Ok Clock @ error|0 w|0,1368,11.371880341
Ok Clock @ error|0 w|0,1369,11.379270370
Ok Clock @ error|0 w|0,1370,11.385508436
Ok Clock @ error|0 w|0,1371,11.391915833
Ok Clock @ error|0 w|0,1372,11.399311622
Ok Clock @ error|0 w|0,1373,11.407481222
Ok Clock @ error|0 w|0,1374,11.416055289
Ok Clock @ error|0 w|0,1375,11.424353493
Ok Clock @ error|0 w|0,1376,11.432099647
Ok Clock @ error|0 w|0,1377,11.439931748
Ok Clock @ error|0 w|0,1378,11.448273595
Ok Clock @ error|0 w|0,1379,11.457189224
Ok Clock @ error|0 w|0,1380,11.466304922
Ok Clock @ error|0 w|0,1381,11.474932364
Ok Clock @ error|0 w|0,1382,11.483768846
Ok Clock @ error|0 w|0,1383,11.493808725
Ok Clock @ error|0 w|0,1384,11.503999842
Ok Clock @ error|0 w|0,1385,11.513329263
Ok Clock @ error|0 w|0,1386,11.521986854
Ok Clock @ error|0 w|0,1387,11.529954097
Ok Clock @ error|0 w|0,1388,11.537510352
Ok Clock @ error|0 w|0,1389,11.546080408
Ok Clock @ error|0 w|0,1390,11.556142014
Ok Clock @ error|0 w|0,1391,11.565715286
Ok Clock @ error|0 w|0,1392,11.573465069
Ok Clock @ error|0 w|0,1393,11.580790179
Ok Clock @ error|0 w|0,1394,11.589988807
Ok Clock @ error|0 w|0,1395,11.601198224
Ok Clock @ error|0 w|0,1396,11.612481489
Ok Clock @ error|0 w|0,1397,11.622627908
Ok Clock @ error|0 w|0,1398,11.631506757
Ok Clock @ error|0 w|0,1399,11.640151577
Ok Clock @ error|0 w|0,1400,11.649694985
Ok Clock @ error|0 w|0,1401,11.659458869
Ok Clock @ error|0 w|0,1402,11.668185818
Ok Clock @ error|0 w|0,1403,11.675875456
Ok Clock @ error|0 w|0,1404,11.683391688
Ok Clock @ error|0 w|0,1405,11.691350644
Ok Clock @ error|0 w|0,1406,11.699653559
Ok Clock @ error|0 w|0,1407,11.707794206
Ok Clock @ error|0 w|0,1408,11.715795846
Ok Clock @ error|0 w|0,1409,11.723816838
Ok Clock @ error|0 w|0,1410,11.731978193
Ok Clock @ error|0 w|0,1411,11.741578884
Ok Clock @ error|0 w|0,1412,11.752926029
Ok Clock @ error|0 w|0,1413,11.763637676
Ok Clock @ error|0 w|0,1414,11.773249311
Ok Clock @ error|0 w|0,1415,11.783488347
Ok Clock @ error|0 w|0,1416,11.794446503
Ok Clock @ error|0 w|0,1417,11.805114085
Ok Clock @ error|0 w|0,1418,11.814654694
Ok Clock @ error|0 w|0,1419,11.823079718
Ok Clock @ error|0 w|0,1420,11.831043651
Ok Clock @ error|0 w|0,1421,11.838684101
Ok Clock @ error|0 w|0,1422,11.845875681
Ok Clock @ error|0 w|0,1423,11.853512683
Ok Clock @ error|0 w|0,1424,11.862252448
Ok Clock @ error|0 w|0,1425,11.871052929
Ok Clock @ error|0 w|0,1426,11.879387429
Ok Clock @ error|0 w|0,1427,11.887581457
Ok Clock @ error|0 w|0,1428,11.895598998
Ok Clock @ error|0 w|0,1429,11.903499210
Ok Clock @ error|0 w|0,1430,11.911758869
Ok Clock @ error|0 w|0,1431,11.920679302
Ok Clock @ error|0 w|0,1432,11.930546889
Ok Clock @ error|0 w|0,1433,11.941369887
Ok Clock @ error|0 w|0,1434,11.951797213
Ok Clock @ error|0 w|0,1435,11.961136074
Ok Clock @ error|0 w|0,1436,11.971038738
Ok Clock @ error|0 w|0,1437,11.982741990
Ok Clock @ error|0 w|0,1438,11.994752070
Ok Clock @ error|0 w|0,1439,12.005011086
Ok Clock @ error|0 w|0,1440,12.013236970
Ok Clock @ error|0 w|0,1441,12.020791322
Ok Clock @ error|0 w|0,1442,12.028737452
Ok Clock @ error|0 w|0,1443,12.036573085
Ok Clock @ error|0 w|0,1444,12.044017489
Ok Clock @ error|0 w|0,1445,12.051495406
Ok Clock @ error|0 w|0,1446,12.058872808
Ok Clock @ error|0 w|0,1447,12.066294916
Ok Clock @ error|0 w|0,1448,12.074504390
Ok Clock @ error|0 w|0,1449,12.083272958
Ok Clock @ error|0 w|0,1450,12.091558022
Ok Clock @ error|0 w|0,1451,12.099199590
Ok Clock @ error|0 w|0,1452,12.107553077
Ok Clock @ error|0 w|0,1453,12.118018063
Ok Clock @ error|0 w|0,1454,12.129726828
Ok Clock @ error|0 w|0,1455,12.140679500
Ok Clock @ error|0 w|0,1456,12.150452185
Ok Clock @ error|0 w|0,1457,12.160157446
Ok Clock @ error|0 w|0,1458,12.170887925
Ok Clock @ error|0 w|0,1459,12.182206128
Ok Clock @ error|0 w|0,1460,12.192453087
Ok Clock @ error|0 w|0,1461,12.200961205
Ok Clock @ error|0 w|0,1462,12.208644265
Ok Clock @ error|0 w|0,1463,12.216519711
Ok Clock @ error|0 w|0,1464,12.224702093
Ok Clock @ error|0 w|0,1465,12.232455221
Ok Clock @ error|0 w|0,1466,12.239365019
Ok Clock @ error|0 w|0,1467,12.246464977
Ok Clock @ error|0 w|0,1468,12.254738326
Ok Clock @ error|0 w|0,1469,12.263721214
Ok Clock @ error|0 w|0,1470,12.273431779
Ok Clock @ error|0 w|0,1471,12.284025167
Ok Clock @ error|0 w|0,1472,12.294117660
Ok Clock @ error|0 w|0,1473,12.303363899
Ok Clock @ error|0 w|0,1474,12.312689657
Ok Clock @ error|0 w|0,1475,12.322204101
Ok Clock @ error|0 w|0,1476,12.331613244
Ok Clock @ error|0 w|0,1477,12.340872755
Ok Clock @ error|0 w|0,1478,12.350329652
Ok Clock @ error|0 w|0,1479,12.360266920
Ok Clock @ error|0 w|0,1480,12.370137112
Ok Clock @ error|0 w|0,1481,12.379191103
Ok Clock @ error|0 w|0,1482,12.387556861
Ok Clock @ error|0 w|0,1483,12.395548393
Ok Clock @ error|0 w|0,1484,12.403471694
Ok Clock @ error|0 w|0,1485,12.412378787
Ok Clock @ error|0 w|0,1486,12.422237115
Ok Clock @ error|0 w|0,1487,12.431464761
Ok Clock @ error|0 w|0,1488,12.439841472
Ok Clock @ error|0 w|0,1489,12.448415335
Ok Clock @ error|0 w|0,1490,12.457763052
Ok Clock @ error|0 w|0,1491,12.467713514
Ok Clock @ error|0 w|0,1492,12.477491274
Ok Clock @ error|0 w|0,1493,12.486428101
Ok Clock @ error|0 w|0,1494,12.494725349
Ok Clock @ error|0 w|0,1495,12.503228701
Ok Clock @ error|0 w|0,1496,12.512433188
Ok Clock @ error|0 w|0,1497,12.522010134
Ok Clock @ error|0 w|0,1498,12.531353528
Ok Clock @ error|0 w|0,1499,12.540169995
Ok Clock @ error|0 w|0,1500,12.548734859
Ok Clock @ error|0 w|0,1501,12.557247625
Ok Clock @ error|0 w|0,1502,12.565257736
Ok Clock @ error|0 w|0,1503,12.572704280
Ok Clock @ error|0 w|0,1504,12.580126194
Ok Clock @ error|0 w|0,1505,12.587825876
Ok Clock @ error|0 w|0,1506,12.596295814
Ok Clock @ error|0 w|0,1507,12.605730786
Ok Clock @ error|0 w|0,1508,12.615065504
Ok Clock @ error|0 w|0,1509,12.623557925
Ok Clock @ error|0 w|0,1510,12.632196454
Ok Clock @ error|0 w|0,1511,12.642356288
Ok Clock @ error|0 w|0,1512,12.653612397
Ok Clock @ error|0 w|0,1513,12.664064085
Ok Clock @ error|0 w|0,1514,12.672826936
Ok Clock @ error|0 w|0,1515,12.680996312
Ok Clock @ error|0 w|0,1516,12.689592179
Ok Clock @ error|0 w|0,1517,12.698371335
Ok Clock @ error|0 w|0,1518,12.707205356
Ok Clock @ error|0 w|0,1519,12.716025735
Ok Clock @ error|0 w|0,1520,12.724518852
Ok Clock @ error|0 w|0,1521,12.732981230
Ok Clock @ error|0 w|0,1522,12.741643681
Ok Clock @ error|0 w|0,1523,12.750112422
Ok Clock @ error|0 w|0,1524,12.757970208
Ok Clock @ error|0 w|0,1525,12.765441029
Ok Clock @ error|0 w|0,1526,12.773937299
Ok Clock @ error|0 w|0,1527,12.784434701
Ok Clock @ error|0 w|0,1528,12.795897335
Ok Clock @ error|0 w|0,1529,12.806696726
Ok Clock @ error|0 w|0,1530,12.816050150
Ok Clock @ error|0 w|0,1531,12.824667165
Ok Clock @ error|0 w|0,1532,12.834438406
Ok Clock @ error|0 w|0,1533,12.845677331
Ok Clock @ error|0 w|0,1534,12.856435538
Ok Clock @ error|0 w|0,1535,12.865460927
Ok Clock @ error|0 w|0,1536,12.873292372
Ok Clock @ error|0 w|0,1537,12.880992231
Ok Clock @ error|0 w|0,1538,12.888881854
Ok Clock @ error|0 w|0,1539,12.896527753
Ok Clock @ error|0 w|0,1540,12.904096745
Ok Clock @ error|0 w|0,1541,12.912231907
Ok Clock @ error|0 w|0,1542,12.920680985
Ok Clock @ error|0 w|0,1543,12.929039685
Ok Clock @ error|0 w|0,1544,12.938204396
Ok Clock @ error|0 w|0,1545,12.948383773
Ok Clock @ error|0 w|0,1546,12.957952389
Ok Clock @ error|0 w|0,1547,12.966660262
Ok Clock @ error|0 w|0,1548,12.975720173
Ok Clock @ error|0 w|0,1549,12.985762250
Ok Clock @ error|0 w|0,1550,12.996488009
Ok Clock @ error|0 w|0,1551,13.006979317
Ok Clock @ error|0 w|0,1552,13.017092766
Ok Clock @ error|0 w|0,1553,13.027255564
Ok Clock @ error|0 w|0,1554,13.037247954
Ok Clock @ error|0 w|0,1555,13.046519380
Ok Clock @ error|0 w|0,1556,13.055009700
Ok Clock @ error|0 w|0,1557,13.063084636
Ok Clock @ error|0 w|0,1558,13.071067965
Ok Clock @ error|0 w|0,1559,13.079027311
Ok Clock @ error|0 w|0,1560,13.086630360
Ok Clock @ error|0 w|0,1561,13.093839691
Ok Clock @ error|0 w|0,1562,13.101442062
Ok Clock @ error|0 w|0,1563,13.109783173
Ok Clock @ error|0 w|0,1564,13.118303849
Ok Clock @ error|0 w|0,1565,13.127025482
Ok Clock @ error|0 w|0,1566,13.136342714
Ok Clock @ error|0 w|0,1567,13.145838719
Ok Clock @ error|0 w|0,1568,13.155027236
Ok Clock @ error|0 w|0,1569,13.164508795
Ok Clock @ error|0 w|0,1570,13.174935806
Ok Clock @ error|0 w|0,1571,13.185579506
Ok Clock @ error|0 w|0,1572,13.195398988
Ok Clock @ error|0 w|0,1573,13.204554459
Ok Clock @ error|0 w|0,1574,13.213987377
Ok Clock @ error|0 w|0,1575,13.223768502
Ok Clock @ error|0 w|0,1576,13.233040226
Ok Clock @ error|0 w|0,1577,13.241341628
Ok Clock @ error|0 w|0,1578,13.248762936
Ok Clock @ error|0 w|0,1579,13.255745360
Ok Clock @ error|0 w|0,1580,13.263301663
Ok Clock @ error|0 w|0,1581,13.271946287
Ok Clock @ error|0 w|0,1582,13.280876678
Ok Clock @ error|0 w|0,1583,13.289211931
Ok Clock @ error|0 w|0,1584,13.296945005
Ok Clock @ error|0 w|0,1585,13.305353738
Ok Clock @ error|0 w|0,1586,13.315378173
Ok Clock @ error|0 w|0,1587,13.325842294
Ok Clock @ error|0 w|0,1588,13.335434588
Ok Clock @ error|0 w|0,1589,13.344247670
Ok Clock @ error|0 w|0,1590,13.353186929
Ok Clock @ error|0 w|0,1591,13.363378334
Ok Clock @ error|0 w|0,1592,13.374747514
Ok Clock @ error|0 w|0,1593,13.385596680
Ok Clock @ error|0 w|0,1594,13.394986863
Ok Clock @ error|0 w|0,1595,13.403617682
Ok Clock @ error|0 w|0,1596,13.412344646
Ok Clock @ error|0 w|0,1597,13.421119307
Ok Clock @ error|0 w|0,1598,13.429269363
Ok Clock @ error|0 w|0,1599,13.436823867
Ok Clock @ error|0 w|0,1600,13.444706613
Ok Clock @ error|0 w|0,1601,13.453365616
Ok Clock @ error|0 w|0,1602,13.462631331
Ok Clock @ error|0 w|0,1603,13.472136067
Ok Clock @ error|0 w|0,1604,13.481096217
Ok Clock @ error|0 w|0,1605,13.489504804
Ok Clock @ error|0 w|0,1606,13.498396149
Ok Clock @ error|0 w|0,1607,13.508033540
Ok Clock @ error|0 w|0,1608,13.517872950
Ok Clock @ error|0 w|0,1609,13.527436352
Ok Clock @ error|0 w|0,1610,13.536675112
Ok Clock @ error|0 w|0,1611,13.545894982
Ok Clock @ error|0 w|0,1612,13.554961740
Ok Clock @ error|0 w|0,1613,13.563588961
Ok Clock @ error|0 w|0,1614,13.572252450
Ok Clock @ error|0 w|0,1615,13.581405093
Ok Clock @ error|0 w|0,1616,13.590642317
Ok Clock @ error|0 w|0,1617,13.599654010
Ok Clock @ error|0 w|0,1618,13.608750798
Ok Clock @ error|0 w|0,1619,13.617799094
Ok Clock @ error|0 w|0,1620,13.626157253
Ok Clock @ error|0 w|0,1621,13.634242888
Ok Clock @ error|0 w|0,1622,13.642944651
Ok Clock @ error|0 w|0,1623,13.652494852
Ok Clock @ error|0 w|0,1624,13.662495192
Ok Clock @ error|0 w|0,1625,13.672045941
Ok Clock @ error|0 w|0,1626,13.680931538
Ok Clock @ error|0 w|0,1627,13.689963343
Ok Clock @ error|0 w|0,1628,13.699610087
Ok Clock @ error|0 w|0,1629,13.709371948
Ok Clock @ error|0 w|0,1630,13.718622132
Ok Clock @ error|0 w|0,1631,13.727112382
Ok Clock @ error|0 w|0,1632,13.735235768
Ok Clock @ error|0 w|0,1633,13.743626518
Ok Clock @ error|0 w|0,1634,13.752069125
Ok Clock @ error|0 w|0,1635,13.760227948
Ok Clock @ error|0 w|0,1636,13.768535470
Ok Clock @ error|0 w|0,1637,13.777092034
Ok Clock @ error|0 w|0,1638,13.785466665
Ok Clock @ error|0 w|0,1639,13.794142578
Ok Clock @ error|0 w|0,1640,13.803606986
Ok Clock @ error|0 w|0,1641,13.813021875
Ok Clock @ error|0 w|0,1642,13.821721192
Ok Clock @ error|0 w|0,1643,13.830607316
Ok Clock @ error|0 w|0,1644,13.840866752
Ok Clock @ error|0 w|0,1645,13.851915182
Ok Clock @ error|0 w|0,1646,13.862334425
Ok Clock @ error|0 w|0,1647,13.871898382
Ok Clock @ error|0 w|0,1648,13.881337462
Ok Clock @ error|0 w|0,1649,13.891119313
Ok Clock @ error|0 w|0,1650,13.900952105
Ok Clock @ error|0 w|0,1651,13.910157003
Ok Clock @ error|0 w|0,1652,13.918392568
Ok Clock @ error|0 w|0,1653,13.926047556
Ok Clock @ error|0 w|0,1654,13.933804146
Ok Clock @ error|0 w|0,1655,13.941981357
Ok Clock @ error|0 w|0,1656,13.950390809
Ok Clock @ error|0 w|0,1657,13.958621040
Ok Clock @ error|0 w|0,1658,13.966648814
Ok Clock @ error|0 w|0,1659,13.975071001
Ok Clock @ error|0 w|0,1660,13.984146433
Ok Clock @ error|0 w|0,1661,13.993672901
Ok Clock @ error|0 w|0,1662,14.003522646
Ok Clock @ error|0 w|0,1663,14.013128369
Ok Clock @ error|0 w|0,1664,14.022592030
Ok Clock @ error|0 w|0,1665,14.033139778
Ok Clock @ error|0 w|0,1666,14.044635632
Ok Clock @ error|0 w|0,1667,14.055399444
Ok Clock @ error|0 w|0,1668,14.064781846
Ok Clock @ error|0 w|0,1669,14.073547984
Ok Clock @ error|0 w|0,1670,14.082502207
Ok Clock @ error|0 w|0,1671,14.091631019
Ok Clock @ error|0 w|0,1672,14.100221260
Ok Clock @ error|0 w|0,1673,14.108237560
Ok Clock @ error|0 w|0,1674,14.116246742
Ok Clock @ error|0 w|0,1675,14.124308872
Ok Clock @ error|0 w|0,1676,14.132584954
Ok Clock @ error|0 w|0,1677,14.141284163
Ok Clock @ error|0 w|0,1678,14.150003671
Ok Clock @ error|0 w|0,1679,14.158412600
Ok Clock @ error|0 w|0,1680,14.166906110
Ok Clock @ error|0 w|0,1681,14.175978547
Ok Clock @ error|0 w|0,1682,14.185674858
Ok Clock @ error|0 w|0,1683,14.195611919
Ok Clock @ error|0 w|0,1684,14.205347504
Ok Clock @ error|0 w|0,1685,14.214929571
Ok Clock @ error|0 w|0,1686,14.224712438
Ok Clock @ error|0 w|0,1687,14.234918645
Ok Clock @ error|0 w|0,1688,14.245160595
Ok Clock @ error|0 w|0,1689,14.254801407
Ok Clock @ error|0 w|0,1690,14.263949421
Ok Clock @ error|0 w|0,1691,14.273137350
Ok Clock @ error|0 w|0,1692,14.282234120
Ok Clock @ error|0 w|0,1693,14.290571493
Ok Clock @ error|0 w|0,1694,14.298098373
Ok Clock @ error|0 w|0,1695,14.305597735
Ok Clock @ error|0 w|0,1696,14.313578656
Ok Clock @ error|0 w|0,1697,14.321930915
Ok Clock @ error|0 w|0,1698,14.330470796
Ok Clock @ error|0 w|0,1699,14.338895769
Ok Clock @ error|0 w|0,1700,14.347082096
Ok Clock @ error|0 w|0,1701,14.355437325
Ok Clock @ error|0 w|0,1702,14.364344953
Ok Clock @ error|0 w|0,1703,14.373829215
Ok Clock @ error|0 w|0,1704,14.383418757
Ok Clock @ error|0 w|0,1705,14.392564155
Ok Clock @ error|0 w|0,1706,14.401631634
Ok Clock @ error|0 w|0,1707,14.411242532
Ok Clock @ error|0 w|0,1708,14.421076310
Ok Clock @ error|0 w|0,1709,14.430662683
Ok Clock @ error|0 w|0,1710,14.439897386
Ok Clock @ error|0 w|0,1711,14.448675675
Ok Clock @ error|0 w|0,1712,14.457236846
